+-------------+--------------+----------------+-------------+------------+--------------+
|     I_O     | File_Size_KB | Buffer_size_KB | Write_Count | Read_Count | Time_Taken_s |
|     Read    |    8192k     |     8192k      |      1      |     0      |  0.003695s   |
|  Total_Read |    8192k     |     8192k      |      1      |     1      |  0.003695s   |
|  AIO_Write  |    8192k     |     8192k      |      1      |     1      |  0.050155s   |
|   AIO_Read  |    8192k     |     8192k      |      1      |     1      |  0.024827s   |
|  MMap_Write |    8192k     |     8192k      |      1      |     1      |  0.073661s   |
|  MMap_Read  |    8192k     |     8192k      |      1      |     1      |  0.010587s   |
| UMmap_Write |    8192k     |     8192k      |      1      |     1      |  0.035579s   |
|  UMmap_Read |    8192k     |     8192k      |      1      |     1      |  0.052693s   |
|    Write    |    32768k    |     8192k      |      0      |     1      |  0.008781s   |
|    Write    |    32768k    |     8192k      |      1      |     1      |  0.009295s   |
|    Write    |    32768k    |     8192k      |      2      |     1      |  0.008832s   |
|    Write    |    32768k    |     8192k      |      3      |     1      |  0.009374s   |
| Total_Write |    32768k    |     8192k      |      4      |     1      |  0.0090705s  |
|     Read    |    32768k    |     8192k      |      4      |     0      |  0.003746s   |
|  Total_Read |    8192k     |     8192k      |      4      |     1      |  0.003746s   |
|  AIO_Write  |    32768k    |     8192k      |      4      |     1      |  0.181615s   |
|   AIO_Read  |    32768k    |     8192k      |      4      |     1      |  0.002677s   |
|  MMap_Write |    32768k    |     8192k      |      4      |     1      |  0.107232s   |
|  MMap_Read  |    32768k    |     8192k      |      4      |     1      |  0.007539s   |
| UMmap_Write |    32768k    |     8192k      |      4      |     1      |  0.061786s   |
|  UMmap_Read |    32768k    |     8192k      |      4      |     1      |  0.045261s   |
|    Write    |    32768k    |     8192k      |      0      |     4      |  0.006024s   |
|    Write    |    32768k    |     8192k      |      1      |     4      |  0.006586s   |
|    Write    |    32768k    |     8192k      |      2      |     4      |   0.00916s   |
|    Write    |    32768k    |     8192k      |      3      |     4      |   0.00808s   |
| Total_Write |    32768k    |     8192k      |      4      |     4      |  0.0074625s  |
|     Read    |    32768k    |     8192k      |      4      |     0      |  0.003766s   |
|     Read    |    32768k    |     8192k      |      4      |     1      |   0.00317s   |
|     Read    |    32768k    |     8192k      |      4      |     2      |  0.001725s   |
|     Read    |    32768k    |     8192k      |      4      |     3      |  0.001899s   |
|  Total_Read |    32768k    |     8192k      |      4      |     4      |   0.00264s   |
|  AIO_Write  |    32768k    |     8192k      |      4      |     4      |  0.181398s   |
|   AIO_Read  |    32768k    |     8192k      |      4      |     4      |  0.078089s   |
|  MMap_Write |    32768k    |     8192k      |      4      |     4      |  0.124131s   |
|  MMap_Read  |    32768k    |     8192k      |      4      |     4      |  0.014114s   |
| UMmap_Write |    32768k    |     8192k      |      4      |     4      |  0.070094s   |
|  UMmap_Read |    32768k    |     8192k      |      4      |     4      |  0.053333s   |
|    Write    |    65536k    |     8192k      |      0      |     1      |  0.006184s   |
|    Write    |    65536k    |     8192k      |      1      |     1      |  0.004911s   |
|    Write    |    65536k    |     8192k      |      2      |     1      |  0.008048s   |
|    Write    |    65536k    |     8192k      |      3      |     1      |  0.006692s   |
|    Write    |    65536k    |     8192k      |      4      |     1      |  0.006692s   |
|    Write    |    65536k    |     8192k      |      5      |     1      |  0.007118s   |
|    Write    |    65536k    |     8192k      |      6      |     1      |  0.005085s   |
|    Write    |    65536k    |     8192k      |      7      |     1      |  0.008163s   |
| Total_Write |    65536k    |     8192k      |      8      |     1      | 0.00661162s  |
|     Read    |    65536k    |     8192k      |      8      |     0      |  0.005329s   |
|  Total_Read |    8192k     |     8192k      |      8      |     1      |  0.005329s   |
|  AIO_Write  |    65536k    |     8192k      |      8      |     1      |  0.388416s   |
|   AIO_Read  |    65536k    |     8192k      |      8      |     1      |  0.003198s   |
|  MMap_Write |    65536k    |     8192k      |      8      |     1      |  0.108242s   |
|  MMap_Read  |    65536k    |     8192k      |      8      |     1      |  0.013574s   |
| UMmap_Write |    65536k    |     8192k      |      8      |     1      |  0.071261s   |
|  UMmap_Read |    65536k    |     8192k      |      8      |     1      |  0.034626s   |
|    Write    |    65536k    |     8192k      |      0      |     4      |  0.009648s   |
|    Write    |    65536k    |     8192k      |      1      |     4      |  0.004861s   |
|    Write    |    65536k    |     8192k      |      2      |     4      |  0.009737s   |
|    Write    |    65536k    |     8192k      |      3      |     4      |  0.013239s   |
|    Write    |    65536k    |     8192k      |      4      |     4      |  0.005218s   |
|    Write    |    65536k    |     8192k      |      5      |     4      |  0.008483s   |
|    Write    |    65536k    |     8192k      |      6      |     4      |  0.007387s   |
|    Write    |    65536k    |     8192k      |      7      |     4      |  0.006601s   |
| Total_Write |    65536k    |     8192k      |      8      |     4      | 0.00814675s  |
|     Read    |    65536k    |     8192k      |      8      |     0      |  0.003778s   |
|     Read    |    65536k    |     8192k      |      8      |     1      |  0.002998s   |
|     Read    |    65536k    |     8192k      |      8      |     2      |  0.001613s   |
|     Read    |    65536k    |     8192k      |      8      |     3      |  0.001896s   |
|  Total_Read |    32768k    |     8192k      |      8      |     4      | 0.00257125s  |
|  AIO_Write  |    65536k    |     8192k      |      8      |     4      |  0.376639s   |
|   AIO_Read  |    65536k    |     8192k      |      8      |     4      |  0.063592s   |
|  MMap_Write |    65536k    |     8192k      |      8      |     4      |  0.100819s   |
|  MMap_Read  |    65536k    |     8192k      |      8      |     4      |  0.013043s   |
| UMmap_Write |    65536k    |     8192k      |      8      |     4      |  0.072156s   |
|  UMmap_Read |    65536k    |     8192k      |      8      |     4      |   0.04124s   |
|    Write    |    65536k    |     8192k      |      0      |     8      |  0.007295s   |
|    Write    |    65536k    |     8192k      |      1      |     8      |  0.009053s   |
|    Write    |    65536k    |     8192k      |      2      |     8      |  0.007651s   |
|    Write    |    65536k    |     8192k      |      3      |     8      |  0.005166s   |
|    Write    |    65536k    |     8192k      |      4      |     8      |  0.008712s   |
|    Write    |    65536k    |     8192k      |      5      |     8      |  0.006928s   |
|    Write    |    65536k    |     8192k      |      6      |     8      |  0.006464s   |
|    Write    |    65536k    |     8192k      |      7      |     8      |  0.004984s   |
| Total_Write |    65536k    |     8192k      |      8      |     8      | 0.00703162s  |
|     Read    |    65536k    |     8192k      |      8      |     0      |  0.007222s   |
|     Read    |    65536k    |     8192k      |      8      |     1      |  0.001579s   |
|     Read    |    65536k    |     8192k      |      8      |     2      |  0.001575s   |
|     Read    |    65536k    |     8192k      |      8      |     3      |  0.002079s   |
|     Read    |    65536k    |     8192k      |      8      |     4      |  0.005042s   |
|     Read    |    65536k    |     8192k      |      8      |     5      |  0.002042s   |
|     Read    |    65536k    |     8192k      |      8      |     6      |  0.002073s   |
|     Read    |    65536k    |     8192k      |      8      |     7      |  0.001896s   |
|  Total_Read |    65536k    |     8192k      |      8      |     8      |  0.0029385s  |
|  AIO_Write  |    65536k    |     8192k      |      8      |     8      |  0.427032s   |
|   AIO_Read  |    65536k    |     8192k      |      8      |     8      |  0.086154s   |
|  MMap_Write |    65536k    |     8192k      |      8      |     8      |  0.074412s   |
|  MMap_Read  |    65536k    |     8192k      |      8      |     8      |  0.019013s   |
| UMmap_Write |    65536k    |     8192k      |      8      |     8      |  0.043615s   |
|  UMmap_Read |    65536k    |     8192k      |      8      |     8      |  0.059044s   |
|    Write    |    81920k    |     8192k      |      0      |     1      |  0.006451s   |
|    Write    |    81920k    |     8192k      |      1      |     1      |  0.005005s   |
|    Write    |    81920k    |     8192k      |      2      |     1      |  0.008005s   |
|    Write    |    81920k    |     8192k      |      3      |     1      |  0.006635s   |
|    Write    |    81920k    |     8192k      |      4      |     1      |  0.006463s   |
|    Write    |    81920k    |     8192k      |      5      |     1      |  0.007208s   |
|    Write    |    81920k    |     8192k      |      6      |     1      |  0.006609s   |
|    Write    |    81920k    |     8192k      |      7      |     1      |  0.006556s   |
|    Write    |    81920k    |     8192k      |      8      |     1      |  0.006511s   |
|    Write    |    81920k    |     8192k      |      9      |     1      |  0.008859s   |
| Total_Write |    81920k    |     8192k      |      10     |     1      |  0.0068302s  |
|     Read    |    81920k    |     8192k      |      10     |     0      |  0.007896s   |
|  Total_Read |    8192k     |     8192k      |      10     |     1      |  0.007896s   |
|  AIO_Write  |    81920k    |     8192k      |      10     |     1      |  0.545595s   |
|   AIO_Read  |    81920k    |     8192k      |      10     |     1      |  0.009661s   |
|  MMap_Write |    81920k    |     8192k      |      10     |     1      |  0.099532s   |
|  MMap_Read  |    81920k    |     8192k      |      10     |     1      |   0.01192s   |
| UMmap_Write |    81920k    |     8192k      |      10     |     1      |  0.051061s   |
|  UMmap_Read |    81920k    |     8192k      |      10     |     1      |  0.051606s   |
|    Write    |    81920k    |     8192k      |      0      |     4      |  0.006053s   |
|    Write    |    81920k    |     8192k      |      1      |     4      |  0.004779s   |
|    Write    |    81920k    |     8192k      |      2      |     4      |  0.010044s   |
|    Write    |    81920k    |     8192k      |      3      |     4      |  0.006157s   |
|    Write    |    81920k    |     8192k      |      4      |     4      |  0.006042s   |
|    Write    |    81920k    |     8192k      |      5      |     4      |  0.005025s   |
|    Write    |    81920k    |     8192k      |      6      |     4      |  0.008814s   |
|    Write    |    81920k    |     8192k      |      7      |     4      |   0.00698s   |
|    Write    |    81920k    |     8192k      |      8      |     4      |  0.007059s   |
|    Write    |    81920k    |     8192k      |      9      |     4      |  0.005034s   |
| Total_Write |    81920k    |     8192k      |      10     |     4      |  0.0065987s  |
|     Read    |    81920k    |     8192k      |      10     |     0      |  0.006885s   |
|     Read    |    81920k    |     8192k      |      10     |     1      |  0.001798s   |
|     Read    |    81920k    |     8192k      |      10     |     2      |  0.001634s   |
|     Read    |    81920k    |     8192k      |      10     |     3      |  0.001586s   |
|  Total_Read |    32768k    |     8192k      |      10     |     4      | 0.00297575s  |
|  AIO_Write  |    81920k    |     8192k      |      10     |     4      |  0.494864s   |
|   AIO_Read  |    81920k    |     8192k      |      10     |     4      |  0.040941s   |
|  MMap_Write |    81920k    |     8192k      |      10     |     4      |  0.072992s   |
|  MMap_Read  |    81920k    |     8192k      |      10     |     4      |  0.014281s   |
| UMmap_Write |    81920k    |     8192k      |      10     |     4      |  0.050655s   |
|  UMmap_Read |    81920k    |     8192k      |      10     |     4      |  0.056401s   |
|    Write    |    81920k    |     8192k      |      0      |     8      |  0.006037s   |
|    Write    |    81920k    |     8192k      |      1      |     8      |  0.009213s   |
|    Write    |    81920k    |     8192k      |      2      |     8      |  0.010171s   |
|    Write    |    81920k    |     8192k      |      3      |     8      |  0.011329s   |
|    Write    |    81920k    |     8192k      |      4      |     8      |  0.007018s   |
|    Write    |    81920k    |     8192k      |      5      |     8      |  0.010349s   |
|    Write    |    81920k    |     8192k      |      6      |     8      |  0.006848s   |
|    Write    |    81920k    |     8192k      |      7      |     8      |  0.007089s   |
|    Write    |    81920k    |     8192k      |      8      |     8      |  0.006513s   |
|    Write    |    81920k    |     8192k      |      9      |     8      |  0.006474s   |
| Total_Write |    81920k    |     8192k      |      10     |     8      |  0.0081041s  |
|     Read    |    81920k    |     8192k      |      10     |     0      |  0.005612s   |
|     Read    |    81920k    |     8192k      |      10     |     1      |  0.001641s   |
|     Read    |    81920k    |     8192k      |      10     |     2      |  0.001894s   |
|     Read    |    81920k    |     8192k      |      10     |     3      |  0.001568s   |
|     Read    |    81920k    |     8192k      |      10     |     4      |  0.001593s   |
|     Read    |    81920k    |     8192k      |      10     |     5      |  0.002109s   |
|     Read    |    81920k    |     8192k      |      10     |     6      |  0.001921s   |
|     Read    |    81920k    |     8192k      |      10     |     7      |  0.001964s   |
|  Total_Read |    65536k    |     8192k      |      10     |     8      | 0.00228775s  |
|  AIO_Write  |    81920k    |     8192k      |      10     |     8      |  0.544342s   |
|   AIO_Read  |    81920k    |     8192k      |      10     |     8      |   0.05894s   |
|  MMap_Write |    81920k    |     8192k      |      10     |     8      |   0.07538s   |
|  MMap_Read  |    81920k    |     8192k      |      10     |     8      |  0.017258s   |
| UMmap_Write |    81920k    |     8192k      |      10     |     8      |  0.045872s   |
|  UMmap_Read |    81920k    |     8192k      |      10     |     8      |  0.059887s   |
|    Write    |    81920k    |     8192k      |      0      |     10     |  0.006122s   |
|    Write    |    81920k    |     8192k      |      1      |     10     |  0.009277s   |
|    Write    |    81920k    |     8192k      |      2      |     10     |  0.006346s   |
|    Write    |    81920k    |     8192k      |      3      |     10     |   0.01185s   |
|    Write    |    81920k    |     8192k      |      4      |     10     |  0.006835s   |
|    Write    |    81920k    |     8192k      |      5      |     10     |  0.005091s   |
|    Write    |    81920k    |     8192k      |      6      |     10     |  0.008673s   |
|    Write    |    81920k    |     8192k      |      7      |     10     |  0.007637s   |
|    Write    |    81920k    |     8192k      |      8      |     10     |  0.006779s   |
|    Write    |    81920k    |     8192k      |      9      |     10     |  0.006191s   |
| Total_Write |    81920k    |     8192k      |      10     |     10     |  0.0074801s  |
|     Read    |    81920k    |     8192k      |      10     |     0      |  0.004101s   |
|     Read    |    81920k    |     8192k      |      10     |     1      |  0.001649s   |
|     Read    |    81920k    |     8192k      |      10     |     2      |  0.001607s   |
|     Read    |    81920k    |     8192k      |      10     |     3      |  0.003743s   |
|     Read    |    81920k    |     8192k      |      10     |     4      |  0.001558s   |
|     Read    |    81920k    |     8192k      |      10     |     5      |  0.001784s   |
|     Read    |    81920k    |     8192k      |      10     |     6      |  0.002197s   |
|     Read    |    81920k    |     8192k      |      10     |     7      |   0.00194s   |
|     Read    |    81920k    |     8192k      |      10     |     8      |  0.001943s   |
|     Read    |    81920k    |     8192k      |      10     |     9      |  0.002239s   |
|  Total_Read |    81920k    |     8192k      |      10     |     10     |  0.0022761s  |
|  AIO_Write  |    81920k    |     8192k      |      10     |     10     |  0.548296s   |
|   AIO_Read  |    81920k    |     8192k      |      10     |     10     |  0.089937s   |
|  MMap_Write |    81920k    |     8192k      |      10     |     10     |  0.076909s   |
|  MMap_Read  |    81920k    |     8192k      |      10     |     10     |  0.020437s   |
| UMmap_Write |    81920k    |     8192k      |      10     |     10     |  0.046818s   |
|  UMmap_Read |    81920k    |     8192k      |      10     |     10     |  0.051344s   |
|    Write    |    16384k    |     16384k     |      0      |     1      |   0.01098s   |
| Total_Write |    16384k    |     16384k     |      1      |     1      |   0.01098s   |
|     Read    |    16384k    |     16384k     |      1      |     0      |  0.007851s   |
|  Total_Read |    16384k    |     16384k     |      1      |     1      |  0.007851s   |
|  AIO_Write  |    16384k    |     16384k     |      1      |     1      |  0.089758s   |
|   AIO_Read  |    16384k    |     16384k     |      1      |     1      |  0.026114s   |
|  MMap_Write |    16384k    |     16384k     |      1      |     1      |  0.124724s   |
|  MMap_Read  |    16384k    |     16384k     |      1      |     1      |  0.018105s   |
| UMmap_Write |    16384k    |     16384k     |      1      |     1      |   0.0646s    |
|  UMmap_Read |    16384k    |     16384k     |      1      |     1      |  0.104341s   |
|    Write    |    65536k    |     16384k     |      0      |     1      |  0.012835s   |
|    Write    |    65536k    |     16384k     |      1      |     1      |  0.011227s   |
|    Write    |    65536k    |     16384k     |      2      |     1      |  0.011954s   |
|    Write    |    65536k    |     16384k     |      3      |     1      |  0.012202s   |
| Total_Write |    65536k    |     16384k     |      4      |     1      |  0.0120545s  |
|     Read    |    65536k    |     16384k     |      4      |     0      |  0.008511s   |
|  Total_Read |    16384k    |     16384k     |      4      |     1      |  0.008511s   |
|  AIO_Write  |    65536k    |     16384k     |      4      |     1      |  0.476498s   |
|   AIO_Read  |    65536k    |     16384k     |      4      |     1      |  0.004295s   |
|  MMap_Write |    65536k    |     16384k     |      4      |     1      |  0.164639s   |
|  MMap_Read  |    65536k    |     16384k     |      4      |     1      |   0.01813s   |
| UMmap_Write |    65536k    |     16384k     |      4      |     1      |  0.061109s   |
|  UMmap_Read |    65536k    |     16384k     |      4      |     1      |  0.086798s   |
|    Write    |    65536k    |     16384k     |      0      |     4      |  0.011073s   |
|    Write    |    65536k    |     16384k     |      1      |     4      |  0.011153s   |
|    Write    |    65536k    |     16384k     |      2      |     4      |  0.011878s   |
|    Write    |    65536k    |     16384k     |      3      |     4      |   0.01676s   |
| Total_Write |    65536k    |     16384k     |      4      |     4      |  0.012716s   |
|     Read    |    65536k    |     16384k     |      4      |     0      |  0.010879s   |
|     Read    |    65536k    |     16384k     |      4      |     1      |  0.010307s   |
|     Read    |    65536k    |     16384k     |      4      |     2      |  0.006372s   |
|     Read    |    65536k    |     16384k     |      4      |     3      |  0.003776s   |
|  Total_Read |    65536k    |     16384k     |      4      |     4      |  0.0078335s  |
|  AIO_Write  |    65536k    |     16384k     |      4      |     4      |  0.466339s   |
|   AIO_Read  |    65536k    |     16384k     |      4      |     4      |  0.083035s   |
|  MMap_Write |    65536k    |     16384k     |      4      |     4      |  0.134797s   |
|  MMap_Read  |    65536k    |     16384k     |      4      |     4      |  0.025777s   |
| UMmap_Write |    65536k    |     16384k     |      4      |     4      |  0.064414s   |
|  UMmap_Read |    65536k    |     16384k     |      4      |     4      |  0.100587s   |
|    Write    |   131072k    |     16384k     |      0      |     1      |  0.018531s   |
|    Write    |   131072k    |     16384k     |      1      |     1      |  0.012879s   |
|    Write    |   131072k    |     16384k     |      2      |     1      |  0.012329s   |
|    Write    |   131072k    |     16384k     |      3      |     1      |  0.012714s   |
|    Write    |   131072k    |     16384k     |      4      |     1      |   0.01369s   |
|    Write    |   131072k    |     16384k     |      5      |     1      |  0.025184s   |
|    Write    |   131072k    |     16384k     |      6      |     1      |  0.020707s   |
|    Write    |   131072k    |     16384k     |      7      |     1      |  0.015215s   |
| Total_Write |   131072k    |     16384k     |      8      |     1      |  0.0164061s  |
|     Read    |   131072k    |     16384k     |      8      |     0      |  0.008208s   |
|  Total_Read |    16384k    |     16384k     |      8      |     1      |  0.008208s   |
|  AIO_Write  |   131072k    |     16384k     |      8      |     1      |  0.866925s   |
|   AIO_Read  |   131072k    |     16384k     |      8      |     1      |  0.009081s   |
|  MMap_Write |   131072k    |     16384k     |      8      |     1      |  0.164099s   |
|  MMap_Read  |   131072k    |     16384k     |      8      |     1      |   0.01812s   |
| UMmap_Write |   131072k    |     16384k     |      8      |     1      |  0.100218s   |
|  UMmap_Read |   131072k    |     16384k     |      8      |     1      |  0.070154s   |
|    Write    |   131072k    |     16384k     |      0      |     4      |  0.022835s   |
|    Write    |   131072k    |     16384k     |      1      |     4      |   0.02003s   |
|    Write    |   131072k    |     16384k     |      2      |     4      |  0.017939s   |
|    Write    |   131072k    |     16384k     |      3      |     4      |  0.020227s   |
|    Write    |   131072k    |     16384k     |      4      |     4      |  0.020585s   |
|    Write    |   131072k    |     16384k     |      5      |     4      |  0.019026s   |
|    Write    |   131072k    |     16384k     |      6      |     4      |  0.018352s   |
|    Write    |   131072k    |     16384k     |      7      |     4      |  0.022424s   |
| Total_Write |   131072k    |     16384k     |      8      |     4      |  0.0201772s  |
|     Read    |   131072k    |     16384k     |      8      |     0      |  0.012058s   |
|     Read    |   131072k    |     16384k     |      8      |     1      |  0.013359s   |
|     Read    |   131072k    |     16384k     |      8      |     2      |  0.003188s   |
|     Read    |   131072k    |     16384k     |      8      |     3      |  0.003681s   |
|  Total_Read |    65536k    |     16384k     |      8      |     4      |  0.0080715s  |
|  AIO_Write  |   131072k    |     16384k     |      8      |     4      |  0.872345s   |
|   AIO_Read  |   131072k    |     16384k     |      8      |     4      |  0.081245s   |
|  MMap_Write |   131072k    |     16384k     |      8      |     4      |  0.248274s   |
|  MMap_Read  |   131072k    |     16384k     |      8      |     4      |   0.02469s   |
| UMmap_Write |   131072k    |     16384k     |      8      |     4      |   0.14343s   |
|  UMmap_Read |   131072k    |     16384k     |      8      |     4      |  0.081543s   |
|    Write    |   131072k    |     16384k     |      0      |     8      |  0.011467s   |
|    Write    |   131072k    |     16384k     |      1      |     8      |  0.011474s   |
|    Write    |   131072k    |     16384k     |      2      |     8      |  0.012121s   |
|    Write    |   131072k    |     16384k     |      3      |     8      |  0.011531s   |
|    Write    |   131072k    |     16384k     |      4      |     8      |  0.012403s   |
|    Write    |   131072k    |     16384k     |      5      |     8      |   0.01212s   |
|    Write    |   131072k    |     16384k     |      6      |     8      |  0.012123s   |
|    Write    |   131072k    |     16384k     |      7      |     8      |  0.011889s   |
| Total_Write |   131072k    |     16384k     |      8      |     8      |  0.011891s   |
|     Read    |   131072k    |     16384k     |      8      |     0      |  0.016566s   |
|     Read    |   131072k    |     16384k     |      8      |     1      |  0.003302s   |
|     Read    |   131072k    |     16384k     |      8      |     2      |  0.009971s   |
|     Read    |   131072k    |     16384k     |      8      |     3      |  0.003183s   |
|     Read    |   131072k    |     16384k     |      8      |     4      |  0.008772s   |
|     Read    |   131072k    |     16384k     |      8      |     5      |  0.004765s   |
|     Read    |   131072k    |     16384k     |      8      |     6      |  0.004486s   |
|     Read    |   131072k    |     16384k     |      8      |     7      |  0.003777s   |
|  Total_Read |   131072k    |     16384k     |      8      |     8      | 0.00685275s  |
|  AIO_Write  |   131072k    |     16384k     |      8      |     8      |  0.796326s   |
|   AIO_Read  |   131072k    |     16384k     |      8      |     8      |  0.134889s   |
|  MMap_Write |   131072k    |     16384k     |      8      |     8      |  0.216608s   |
|  MMap_Read  |   131072k    |     16384k     |      8      |     8      |  0.032956s   |
| UMmap_Write |   131072k    |     16384k     |      8      |     8      |  0.145511s   |
|  UMmap_Read |   131072k    |     16384k     |      8      |     8      |  0.099846s   |
|    Write    |   163840k    |     16384k     |      0      |     1      |  0.011096s   |
|    Write    |   163840k    |     16384k     |      1      |     1      |  0.011811s   |
|    Write    |   163840k    |     16384k     |      2      |     1      |  0.011343s   |
|    Write    |   163840k    |     16384k     |      3      |     1      |  0.011277s   |
|    Write    |   163840k    |     16384k     |      4      |     1      |  0.011854s   |
|    Write    |   163840k    |     16384k     |      5      |     1      |  0.011989s   |
|    Write    |   163840k    |     16384k     |      6      |     1      |  0.011746s   |
|    Write    |   163840k    |     16384k     |      7      |     1      |  0.018934s   |
|    Write    |   163840k    |     16384k     |      8      |     1      |  0.011656s   |
|    Write    |   163840k    |     16384k     |      9      |     1      |  0.011772s   |
| Total_Write |   163840k    |     16384k     |      10     |     1      |  0.0123478s  |
|     Read    |   163840k    |     16384k     |      10     |     0      |  0.009547s   |
|  Total_Read |    16384k    |     16384k     |      10     |     1      |  0.009547s   |
|  AIO_Write  |   163840k    |     16384k     |      10     |     1      |   0.98404s   |
|   AIO_Read  |   163840k    |     16384k     |      10     |     1      |  0.011151s   |
|  MMap_Write |   163840k    |     16384k     |      10     |     1      |  0.229131s   |
|  MMap_Read  |   163840k    |     16384k     |      10     |     1      |  0.021425s   |
| UMmap_Write |   163840k    |     16384k     |      10     |     1      |  0.116542s   |
|  UMmap_Read |   163840k    |     16384k     |      10     |     1      |  0.087405s   |
|    Write    |   163840k    |     16384k     |      0      |     4      |  0.012947s   |
|    Write    |   163840k    |     16384k     |      1      |     4      |  0.011303s   |
|    Write    |   163840k    |     16384k     |      2      |     4      |   0.01125s   |
|    Write    |   163840k    |     16384k     |      3      |     4      |  0.011233s   |
|    Write    |   163840k    |     16384k     |      4      |     4      |  0.012525s   |
|    Write    |   163840k    |     16384k     |      5      |     4      |  0.012173s   |
|    Write    |   163840k    |     16384k     |      6      |     4      |  0.012645s   |
|    Write    |   163840k    |     16384k     |      7      |     4      |   0.01247s   |
|    Write    |   163840k    |     16384k     |      8      |     4      |  0.011749s   |
|    Write    |   163840k    |     16384k     |      9      |     4      |  0.013649s   |
| Total_Write |   163840k    |     16384k     |      10     |     4      |  0.0121944s  |
|     Read    |   163840k    |     16384k     |      10     |     0      |  0.009838s   |
|     Read    |   163840k    |     16384k     |      10     |     1      |  0.003449s   |
|     Read    |   163840k    |     16384k     |      10     |     2      |  0.003215s   |
|     Read    |   163840k    |     16384k     |      10     |     3      |   0.00324s   |
|  Total_Read |    65536k    |     16384k     |      10     |     4      |  0.0049355s  |
|  AIO_Write  |   163840k    |     16384k     |      10     |     4      |  0.968631s   |
|   AIO_Read  |   163840k    |     16384k     |      10     |     4      |  0.080777s   |
|  MMap_Write |   163840k    |     16384k     |      10     |     4      |  0.149638s   |
|  MMap_Read  |   163840k    |     16384k     |      10     |     4      |  0.025343s   |
| UMmap_Write |   163840k    |     16384k     |      10     |     4      |  0.088286s   |
|  UMmap_Read |   163840k    |     16384k     |      10     |     4      |  0.100748s   |
|    Write    |   163840k    |     16384k     |      0      |     8      |  0.012522s   |
|    Write    |   163840k    |     16384k     |      1      |     8      |   0.01145s   |
|    Write    |   163840k    |     16384k     |      2      |     8      |  0.011731s   |
|    Write    |   163840k    |     16384k     |      3      |     8      |  0.011416s   |
|    Write    |   163840k    |     16384k     |      4      |     8      |  0.011392s   |
|    Write    |   163840k    |     16384k     |      5      |     8      |  0.014777s   |
|    Write    |   163840k    |     16384k     |      6      |     8      |  0.015259s   |
|    Write    |   163840k    |     16384k     |      7      |     8      |   0.01301s   |
|    Write    |   163840k    |     16384k     |      8      |     8      |  0.012083s   |
|    Write    |   163840k    |     16384k     |      9      |     8      |  0.013025s   |
| Total_Write |   163840k    |     16384k     |      10     |     8      |  0.0126665s  |
|     Read    |   163840k    |     16384k     |      10     |     0      |  0.014237s   |
|     Read    |   163840k    |     16384k     |      10     |     1      |  0.003758s   |
|     Read    |   163840k    |     16384k     |      10     |     2      |  0.003381s   |
|     Read    |   163840k    |     16384k     |      10     |     3      |  0.008036s   |
|     Read    |   163840k    |     16384k     |      10     |     4      |  0.009251s   |
|     Read    |   163840k    |     16384k     |      10     |     5      |  0.004244s   |
|     Read    |   163840k    |     16384k     |      10     |     6      |  0.008843s   |
|     Read    |   163840k    |     16384k     |      10     |     7      |  0.004158s   |
|  Total_Read |   131072k    |     16384k     |      10     |     8      |  0.0069885s  |
|  AIO_Write  |   163840k    |     16384k     |      10     |     8      |   0.93623s   |
|   AIO_Read  |   163840k    |     16384k     |      10     |     8      |  0.129517s   |
|  MMap_Write |   163840k    |     16384k     |      10     |     8      |  0.216001s   |
|  MMap_Read  |   163840k    |     16384k     |      10     |     8      |  0.032107s   |
| UMmap_Write |   163840k    |     16384k     |      10     |     8      |   0.08999s   |
|  UMmap_Read |   163840k    |     16384k     |      10     |     8      |   0.12401s   |
|    Write    |   163840k    |     16384k     |      0      |     10     |  0.011291s   |
|    Write    |   163840k    |     16384k     |      1      |     10     |  0.011456s   |
|    Write    |   163840k    |     16384k     |      2      |     10     |    0.012s    |
|    Write    |   163840k    |     16384k     |      3      |     10     |  0.011088s   |
|    Write    |   163840k    |     16384k     |      4      |     10     |   0.01159s   |
|    Write    |   163840k    |     16384k     |      5      |     10     |  0.012265s   |
|    Write    |   163840k    |     16384k     |      6      |     10     |  0.012031s   |
|    Write    |   163840k    |     16384k     |      7      |     10     |  0.013341s   |
|    Write    |   163840k    |     16384k     |      8      |     10     |  0.016131s   |
|    Write    |   163840k    |     16384k     |      9      |     10     |  0.015135s   |
| Total_Write |   163840k    |     16384k     |      10     |     10     |  0.0126328s  |
|     Read    |   163840k    |     16384k     |      10     |     0      |  0.017629s   |
|     Read    |   163840k    |     16384k     |      10     |     1      |   0.00738s   |
|     Read    |   163840k    |     16384k     |      10     |     2      |  0.003248s   |
|     Read    |   163840k    |     16384k     |      10     |     3      |  0.011298s   |
|     Read    |   163840k    |     16384k     |      10     |     4      |  0.003668s   |
|     Read    |   163840k    |     16384k     |      10     |     5      |  0.004011s   |
|     Read    |   163840k    |     16384k     |      10     |     6      |  0.010138s   |
|     Read    |   163840k    |     16384k     |      10     |     7      |  0.006914s   |
|     Read    |   163840k    |     16384k     |      10     |     8      |  0.004068s   |
|     Read    |   163840k    |     16384k     |      10     |     9      |  0.003623s   |
|  Total_Read |   163840k    |     16384k     |      10     |     10     |  0.0071977s  |
|  AIO_Write  |   163840k    |     16384k     |      10     |     10     |  0.962969s   |
