I_O 		File_Size_MB		Buffer_size_MB 		Write_Count 		Read_Count 		Time_Taken_s
AIO_Read		180m		60m		3		5		0.552644s
MMap_Write		180m		60m		3		5		1.03463s
MMap_Read		180m		60m		3		5		1.21598s
UMmap_Write		180m		60m		3		5		0.912528s
UMmap_Read		180m		60m		3		5		1.85688s
Write		180m		60m		0		10		0.449132s
Write		180m		60m		1		10		0.511627s
Write		180m		60m		2		10		0.494793s
Total_Write		180m		60m		3		10		0.485184s
Read		180m		60m		3		0		0.438677s
Read		180m		60m		3		1		0.410806s
Read		180m		60m		3		2		0.40067s
Read		180m		60m		3		3		0.241033s
Read		180m		60m		3		4		0.237649s
Read		180m		60m		3		5		0.222122s
Read		180m		60m		3		6		0.236349s
Read		180m		60m		3		7		0.234356s
Read		180m		60m		3		8		0.239554s
Read		180m		60m		3		9		0.225084s
Total_Read		600m		60m		3		10		0.28863s
AIO_Write		180m		60m		3		10		1.3037s
AIO_Read		180m		60m		3		10		0.516342s
MMap_Write		180m		60m		3		10		0.912694s
MMap_Read		180m		60m		3		10		2.94445s
UMmap_Write		180m		60m		3		10		0.729605s
UMmap_Read		180m		60m		3		10		3.83623s
Write		180m		60m		0		15		0.573515s
Write		180m		60m		1		15		0.682945s
Write		180m		60m		2		15		0.743233s
Total_Write		180m		60m		3		15		0.666564s
Read		180m		60m		3		0		0.697009s
Read		180m		60m		3		1		0.702518s
Read		180m		60m		3		2		0.669478s
Read		180m		60m		3		3		0.316932s
Read		180m		60m		3		4		0.251102s
Read		180m		60m		3		5		0.217839s
Read		180m		60m		3		6		0.26349s
Read		180m		60m		3		7		0.217237s
Read		180m		60m		3		8		0.228639s
Read		180m		60m		3		9		0.242883s
Read		180m		60m		3		10		0.167324s
Read		180m		60m		3		11		0.137701s
Read		180m		60m		3		12		0.169383s
Read		180m		60m		3		13		0.237507s
Read		180m		60m		3		14		0.328544s
Total_Read		900m		60m		3		15		0.323172s
AIO_Write		180m		60m		3		15		1.23018s
AIO_Read		180m		60m		3		15		0.520096s
MMap_Write		180m		60m		3		15		0.903417s
UMmap_Write		180m		60m		3		15		0.853173s
